,Name_of_Project,Description,Structural_sbard,Vague_both,Anaphoric_taphsir
1216,1999_tcs,"The TCS shall provide the necessary processing, display, and control capabilities to ensure dynamic situational awareness input to the TCS operator. [SSS473]",1,1,0
1217,1999_tcs,"The TCS shall minimize alphanumeric data display in favor of graphic, pictorial information display [SSS474]",1,0,0
1218,1999_tcs,"The TCS HCI shall provide unambiguous AV and payload control and status feedback indicators to ensure safe, efficient operations of two AVs and their payloads by a single TCS station. [SSS475]",1,1,1
1219,1999_tcs,"The TCS shall provide for a specific icon shape on a constant contrast background, as well as other visual information coding mechanisms, to cue the TCS operator regarding which UAVs are under his or her primary control. [SSS476]",1,1,1
1220,1999_tcs,The TCS HCI shall provide the capability to select and amplify an object and point on a map as well as payload screen. [SSS477],1,1,0
1221,1999_tcs,The TCS HCI shall provide coarse and fine payload control capabilities directly on the payload screen. [SSS478],1,1,0
1222,1999_tcs,The TCS HCI shall display the SAR imaging swath on the map display. [SSS479] The TCS HCI shall provide the on-screen capability to select and efficiently move as well as reorient a previously defined SAR imaging swath. [SSS480],1,1,0
1223,1999_tcs,The TCS HCI shall provide the capability to lock onto and hold a coordinate point on the payload imagery window. [SSS481],1,1,0
1224,1999_tcs,"The TCS HCI shall provide the capability to display operator definable “Lock Out” zones around waypoints, Launch and Recovery Point (LRP), as well as any selected point on the AV flight path. [SSS482]",1,1,0
1225,1999_tcs,The TCS HCI shall provide for a rapid means to cancel aural warnings. [SSS484],1,1,0
1226,1999_tcs,"The TCS HCI shall provide for separation, grouping, and visual coding of multiple categories of alerts, to include Warnings, Cautions, and Advisories. [SSS485]",1,0,0
1227,1999_tcs,"The TCS HCI shall provide for visual Warnings, Cautions, and Advisories to be displayed at or near the center of the field of view, i.e., within a 30o cone, of all monitors in a TCS system. [SSS486]",1,1,0
1228,1999_tcs,"For AV safety as well as mission-critical Warnings, the TCS HCI shall provide a default selection as well as an override option, along with a selection of adaptive responses, and the minimum information necessary to assist the operator in responding quickly and adaptively to the emergency. [SSS487]",1,1,0
1229,1999_tcs,"The TCS HCI shall provide for on-screen information to include, as a minimum, overlays, headers, cursors, alphanumeric annotation, waypoints, crosshairs, designed to be visible against the complete spectrum of map and payload video backgrounds. [SSS488]",1,1,0
1230,1999_tcs,"The TCS HCI shall provide continuously-available, on-screen control functions for time and missioncritical operations, to include as a minimum print, freeze, declassification, mark VCR, declutter, cease RF transmission. [SSS489]",1,1,0
1231,1999_tcs,The TCS HCI shall provide for the capability to automatically designate target locations from the payload screen onto the map screen. [SSS490],1,1,0
1232,1999_tcs,"TCS training and training support shall include the processes, procedures, techniques, training devices and equipment to train civilian, active duty and reserve military personnel to operate and support the TCS system. [SSS491] This will include: individual and crew training; new equipment training; initial, formal, and on-the-job training. TCS training will strike a balance between institutional, new equipment and unit training.",1,0,0
1233,1999_tcs,"The TCS system shall provide, for the operator and maintainer, an embedded or add-on interactive training courseware with self-paced instruction, duplicating UAV flight performance characteristics, capabilities, and limitations. [SSS492] The OUTRIDER TCS system shall be compatible with the U.S. Army Intelligence and Electronic Warfare Tactical Proficiency Trainer as an objective. [SSS493]",1,1,0
1234,1999_tcs,The interactive courseware training capability for TCS shall be developed during Phase I and introduced to the user during scheduled demonstrations and tests. [SSS494],1,1,0
1235,1999_tcs,"The training capability for performance of TCS functions shall include primary mission (flight route/payload) planning, mission control and monitoring, imagery processing, tactical communications, AV control communications and TCS system on line diagnostics. [SSS495] ",0,1,0
1236,1999_tcs,"The TCS shall provide the functional capability to train in the operation of the TCS system, performance of TCS UAV functions, and on line system troubleshooting. [SSS496]",1,1,0
1237,1999_tcs,"TCS system training shall include system architecture, component familiarization, and system startup, initialization, system recovery and shutdown. [SSS497]",1,0,0
1238,1999_tcs,The TCS system shall not support formal Training operations concurrent with the execution of an actual mission. [SSS499] The capability for the conduct of actual communications processing concurrently with Training operations shall be provided if and only if messages are identified as training messages. [SSS500],1,1,0
1239,1999_tcs,Training shall be adequate to maintain operator and maintainer skills and proficiencies. [SSS501],1,1,0
1240,1999_tcs,TCS shall record operator and maintainer actions for self assessment and performance enhancement. [SSS502],1,0,0
1241,1999_tcs,Operator and maintainer performance shall be measurable using parameters retrievable from the TCS to determine proficiency levels. [SSS503],1,0,0
1242,1999_tcs,Support for the TCS shall be in accordance with the Integrated Logistical Support Plan (ILSP) and the maintenance concepts and policies of the individual Services. [SSS504],1,0,0
1243,1999_tcs,All TCS Operator Manuals and Technical Manuals shall be verified and validated prior to initial operational test. [SSS529],1,0,0
1244,1999_tcs,TCS transport and storage containers shall be reusable and enable the operators to set-up equipment within the established timelines in their ORDs. [SSS505],1,0,1
1245,1999_tcs,"The TCS shall adhere to DoD regulations and policy governing military standards for logistics, Petroleum, Oil and Lubricants (POL), Test, Measurement, and Diagnostic Equipment (TMDE), tools, and other support items. [SSS506]",1,0,0
1246,1999_tcs,"Standard tools, TMDE, repair parts, and lubricants shall be used to maintain the TCS. Exceptions shall be considered on a case by case basis. [SSS507]",1,0,0
1247,1999_tcs,Each Service shall support the TCS as part of the UAV system which is organic to them. [SSS508],1,0,1
1248,1999_tcs,The TCS shall be maintained in accordance with the UAV ORD for that Service and the level of repair analysis for the hardware chosen. ,1,0,0
1249,1999_tcs,A TCS support and fielding package shall be developed and available for operational testing. [SSS510],0,1,0
1250,1999_tcs,The TCS shall be maintained in accordance with Services’ approved UAV maintenance concepts and procedures. [SSS511],1,0,0
1251,1999_tcs,"To the maximum extent possible, general purpose test equipment (GPTE) and common tools resident in each service shall be used to perform all corrective and preventative maintenance at all authorized levels of maintenance. [SSS512]",1,1,0
1252,1999_tcs,"Tools and test equipment required to maintain the TCS but not resident in each service inventory shall be identified as special tools and special purpose test equipment (SPTE), respectively, and kept to a minimum. [SSS513]",1,1,0
1253,1999_tcs,The environmental support required by the TCS shall be at least the same as that required for the respective UAV System. [SSS514],1,1,0
1254,1999_tcs,Basing for the system will follow the plan for UAV units and service command echelon requirements as delineated in the ORD. [SSS515],1,0,0
1255,1999_tcs,The TCS shall meet the deployment criteria for the organic unit to which it is assigned. [SSS516],1,0,1
1256,1999_tcs,The TCS shall be transported into the theater as an organic component of the operational UAV system being deployed. [SSS517],1,0,0
1257,1999_tcs,"TCS transportation in theater for Army and Marine Corps systems shall be by ground, air, as well as rail transportable. [SSS518",1,1,0
